Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
BUBARKAN ILUNI UI,1,0,0,1,0,0,0,0,1,0,0,1
USER USER Kampret yang sebenarnya antek asing.',0,1,0,0,0,0,0,0,0,0,0,0
"USER Pak USER secepatnya Islam dinyatakan sesat dan menyesatkan, tidak perlu lagi ada bank syariah",1,1,0,1,1,0,0,0,0,0,1,0
Buku Langka&gt; Tuanku Rao; Teror Agama Islam Mazhab Hambali di Tanah Batak 1816-1833. Tahun 1964. 690 hlm. Hardcover. Minat?,0,0,0,0,0,0,0,0,0,0,0,0
Calon Presiden Diminta Tes Urine Dia juga minta BNN lakukan tes urine ke semua c #InfoTech #TechDigital,0,0,0,0,0,0,0,0,0,0,0,0
"USER Ikutan aja lu, kampret.'",1,1,1,0,0,0,0,0,1,1,0,0
USER gak potonya.. berarti diumpetin.. \n\nberbusa sabun soklin\nmawar cap buaya\nbiasa dikibulin\n wajar ku tak percaya',0,0,0,0,0,0,0,0,0,0,0,0
"USER Blm jd gub aja sdh nabrak etika, gmn kl menjabat? Emg yg lantik dia kl jd gub dukun ya ato capres? Kl ga seneng sm presiden yg menjabat ya jgn mau dilantik sm beliau jd jgn jd cagub skr, ntar aja kl yg dia dukung sdh jd presiden br nyagub..'",1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER USER USER &lt;strong&gt;DASAR CEBONG DUNGU 7 TURUNAN&lt;/strong&gt;',1,1,0,1,0,0,0,0,1,0,1,0
"Seriuus neh berita ??? Polisi mau ikutan politik... Kok braninya ama tukang becak... Emang dia doang yg pakek... Dah mulai ketakutan yaa.. ""power syndrome melanda istana"" vs tukang becak. USER USER USER USER USER",1,0,0,1,0,0,0,0,1,0,1,0
"USER USER Di rezim sekarang menteri nya lucu""'",0,0,0,0,0,0,0,0,0,0,0,0
Prabowo Subianto Tak Restui Ketua Gerindra Jateng Maju Pilgub Ini Alasannya URL,1,0,1,0,0,0,0,0,1,1,0,0
"USER Rute Pondok Cina-Gang Sentiong keberangkatan pertama tersedia pkl 04:28 WIB, tks. |2'",0,0,0,0,0,0,0,0,0,0,0,0
Jangan serahkan nasib Bangsa ini kepada orang-orang yg mengabdi (meng-kacungkan diri) ke cukong-cukong aseng pengkhianat NKRI yg jadi pemodal dana kampanye mereka.\n\n#2019GantiPresiden',1,1,0,1,0,0,0,0,1,0,1,0
"Di era kapitalisme, korporasi tumbuh gigantik. Menjadi lebih berkuasa dan kuat secara ekonomi melampaui negara.",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Seekor monyet yang berada di Kebun Binatang Tianjin, Cina menjadi viral karena memiliki wajah seperti manusia. Monyet berus\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Karena partaimu pdip itu bajingan',1,1,0,1,0,0,0,0,1,0,1,0
Kaum 1/2 kapir dengan #OtakJunkFood nya masih berkelit mencatut islam dg kegiatan2 yang merusak aqidah islam',1,1,0,1,1,0,0,0,0,0,1,0
USER iya bener sih tdk sama \ndulu Jokowi ninggalin solo ke kafir ...Solonya keren bersih \n\nketika Jokowi ninggalin JKT ke kafir ...Jakarta keren sungai bersih \n\nnah yg skrng kerja nda becus keduanya tanah Abang ruwet parah kali\xc2\xb2 jadi,0,0,0,0,0,0,0,0,0,0,0,0
Mungkin maksud pemerintah dg dihibahkan ke mereka maka akan tercatat sbg aset dan bisa dianggarkan biaya perbaiakan dan perawatannya secara rutin. USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER USER USER USER USER Alaaaahhhhh, omongan cebong mah udah ketauan kemana arahnya... Mau pakek tol kelok 1000 pun tetep... Ga usah sok2 Islam lu bong!!!'",1,1,0,1,1,0,0,0,0,0,1,0
Anda mendungukan & membiadabkan bangsa mengajak menyembah-nyembah Allah SWT dungu dan biadab,1,1,0,1,1,0,0,0,0,0,1,0
USER jokowi yg mundur lebih pas!!!,1,0,1,0,0,0,0,0,1,1,0,0
Udah tau gue bakal war masalah jubah jubahan. Cukup nyimak aja lah ya KyungSoo sama Taehyung bias gue gimana gue bisa war kampang.',0,1,0,0,0,0,0,0,0,0,0,0
USER USER Binatang terkutuk',1,1,0,1,0,0,0,0,1,0,1,0
"USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Bilangnya anti ASING, ASENG, ASONG dan KOFAR, KAFIR, KAMPRETTTT.Ternyata manusia MUNA... semua kalian,USER doyan juga rupanya sama ASENG sampe import bawang puti",1,1,0,1,0,0,0,0,1,0,1,0
"USER USER Dari pagi, Pak Amal post minum kopi..aku galfok sama meja makan kayu yg ga dikasih taplak... Eh koq bagus.. Lihat cangkir kopinya koq bagus.. Eh ini rak dibelakangnya juga sukak.. \xf0\x9f\x99\x88\xf0\x9f\x98\x84 penataan display",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Kemon mna bahasa budaya kita muahaha,0,0,0,0,0,0,0,0,0,0,0,0
Risaunya sekarang ni ada pengasuh lesbi pula\xf0\x9f\x98\x91',0,0,0,0,0,0,0,0,0,0,0,0
USER USER dasar tolol.',1,1,1,0,0,0,0,0,1,1,0,0
"USER Masih lebih terhormat pelacur dari pade lo iblis betina kerjanya hanya nyebarin HOAX, nista amat sih hidup lo'",1,1,1,0,0,0,0,1,0,1,0,0
"USER USER USER Ditanya siapa gantinya presiden, celeng lansung klojota\nGak salah rockygering bilang celeng dungu stabil.'",1,1,0,1,0,0,0,0,1,0,1,0
memek minta di sodok',0,1,0,0,0,0,0,0,0,0,0,0
"Pesona budaya suku Kamoro #Papua ð??²ð??¨ rambah wilayah timur #Swiss, Kanton St. Gallen, 10.04.2018 USER USER USER USER",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Yg menentukan adlh sistem metabolisme masing2 orang. Makan dikit tapi penyerapannya tinggi jadi gampang gendut, sebaliknya yg sistem penyerapannya rendah, biar makan banyak tetep kurus \xf0\x9f\x98\x81'",0,0,0,0,0,0,0,0,0,0,0,0
"Menyediakan lapangan pekerjaan bagi sekitar 24.000 orang di Indonesia (karyawan PTFI terdiri dari 69,75% karyawan nasional; 28,05% karyawan Papua, serta 2,2% karyawan Asing). #Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Bisa tetap melangkah tetapi ke arah yang lain, dimana buta warna tidak menjadi penghambat. Jawaban Pak s Menteri dan Pak Presiden sudah pas dan bijak.'",0,0,0,0,0,0,0,0,0,0,0,0
"Namun, rezim Soeharto memberi izin perluasan hingga 2,5 juta hektare pada 1989, lewat kontrak anyar. \n#Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER coba kalau hilikopternya dipakai uk nyerang yahudi zionis..mungkin ga ya..',0,0,0,0,0,0,0,0,0,0,0,0
"Isu PKI muncul semenjak adanya Tabloid Obor Rakyat, mulai saat itu Isu (fitnah) bahwa Jokowi sebagai keturunan PKI berkembang, sampai sekarang. dan akan selalu digunakan untuk menjatuhkan dan menyudutkan Presiden Jokowi. #Romahurmuziy",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Bangke luh...',1,1,1,0,0,0,0,0,1,1,0,0
#CNNIndonesia; Apa saja proyek strategis Presiden Jokowi yang selesai di akhir periode Kabinet Kerja?,0,0,0,0,0,0,0,0,0,0,0,0
"USER Giliran disodorin fakta yg ada,cebong pd mingkem...ttep aja bgi cebong mau die sengsara jg dkung Dilan.otaknya udh terkontaminasi...gc bisa mikir waras'",1,1,0,1,0,0,0,0,1,0,1,0
RT USER: Siang-siang gini enaknya disepongin sama pecun. URL,0,1,0,0,0,0,0,0,0,0,0,0
"Miras Oplosan, Pelarian Warga Akibat Masalah Ekonomi: Sosiolog UI Paulus Wirutomo menyebutâ?¦",0,0,0,0,0,0,0,0,0,0,0,0
"Jika kau bukan anak Raja, juga bukan anak ulama besar maka menulislah [Imam Al Ghazali]",0,0,0,0,0,0,0,0,0,0,0,0
USER klo mmang benar dngan smua ini &amp; tanpa adanya hukuman buat si Bangke keturunan Babi keparat ini. Cukuplah sudah penderitaan yg di alami Rakyat indonesia (Nusantara yg di dlmnya bahasa adat istiadat budaya ras agama suku dll)\n_Pemimpin a,1,1,1,0,0,0,0,0,1,1,0,0
"USER Cebong udah girang, pdhl di kibulin, najis lo bong mata lo pd picek..'",1,1,0,1,0,0,1,0,0,0,1,0
Takiyuddin tidak menjelaskan kerusi Parlimen mana yang bakal ditandingi oleh Abdul Hadi pada PRU14 ini.,0,0,0,0,0,0,0,0,0,0,0,0
Ayat ini juga dikaji: penggallah kepala dan pancunglah tiap2 ujung jari mereka (8:12),1,0,0,1,1,0,0,0,0,0,1,0
"USER USER USER Bak sampah jerman sdh anis diresmikan, blm? Wc keliling gunting pitanya ya, nis.'",1,0,1,0,0,0,0,0,1,1,0,0
"Kalo jodoh ditangan tuhan, mungkin mantan kita sekarang sedang ditangan setan -_,-'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Klo ada yg bunyi2, langsung telurusi siapa yg back up.. Klo berafliasi dgn pihak luar langsung cap saja Antek..\nSetahu sy, wartawan2 Ausi belanda dll msh byk di Papua yg rutin cek cek soal HAM...tdk tau ya skrg gmn msh rutin apa tdk..'",0,0,0,0,0,0,0,0,0,0,0,0
Pakar Ekonomi Sambut Positif Jokowi-Harry Tanoe,0,0,0,0,0,0,0,0,0,0,0,0
Seandainya Jend. Suharto tidak ada di tahun 1965 nasib bangsa indonesia bisa menjadi negara komunis ateis USER USER USER,1,0,0,1,1,1,0,0,0,0,1,0
USER USER USER Mana sangup dia nangkep. Yg jadi presiden cuma petugas partai. Junjunan mangkrak ya jinjingan bloon',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Lawan Politik Mulai Tebar Fitnah Ada Upaya Jegal Prabowo Maju di pemilihan presiden 2019 URL,1,0,1,0,0,0,0,0,1,1,0,0
USER USER USER udehh tau junjungan cebong itu licik..yaa kok pada mau menghamba ama tukang ngibul..',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: Kapan USER bikin film bakar2 Sekolahan buat pencitraan pak USER URL,1,0,0,1,0,0,0,0,1,0,1,0
"USER Mari kita doakan penegak hukum diberi kesehatan, keselamatan, gaji ke 13 dan thr yang berlimpah setelah diumumkan bapak presiden dan mengangkat 200 orang2 yg menghina Agama Islam menjadi duta pancasila.. \n\nSalam hangat untuk USER-PIP'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Oooohhh,ok sebut pasal Pusat Keamanan elok jugak boleh malaysia menasihat/beri tekanan dekat Arab saudi daripada bom Yaman,aku kalau boleh nak buat BDS arab saudi dekat malaysia sesetengah orang kita bangga makan Mcd produ",0,0,0,0,0,0,0,0,0,0,0,0
"Mau mulai FuBu-an tuh, pelajari dulu calon partnernya. Jgn langsung hajar. Pake analisa SWOT. Pelajari strengthnya apa, weaknessnya apa, opportunity kyk gimana &amp; threat dr sebahaya apa. Logic dikit. Jgn gara2 disyerpik, begitu ketemu langsung sikat. Kalo dia psyco, mampus l",1,1,1,0,0,0,0,0,1,1,0,0
USER Pendukung rezim ini memang warrrbisah',0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: hati-hati kalian orang-orang dan kader GUSDUR yg pribumi antek CINA yg dipasang di rezim ini Lagi sedang ""ngepret"" saat ini.",1,0,0,1,0,1,0,0,0,0,1,0
Kenapa #2019GantiPresiden ?; ; ?Karena Pengangguran Meningkat?,1,0,1,0,0,0,0,0,1,1,0,0
"USER USER Kecoak mulai ngomong g jelas juntrungannya, ya gw tinggal, gak mutu ngomong sama orang dungu kayak ente'",1,1,1,0,0,0,0,0,1,1,0,0
Presiden Jokowi Bikin PNS Bahagia dengan Kebijakannya Ini -,0,0,0,0,0,0,0,0,0,0,0,0
"USER Indonesia BKN milik Islam. Msh ada kristen,budha dan Hindu. #camkan'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Tindak tegas kecurangan paslon tersebut, jangan sampai mengotori pilkada di sumut ini",0,0,0,0,0,0,0,0,0,0,0,0
BODO AMAT BNGS GUE LAGI UAS URL,1,1,1,0,0,0,0,0,1,1,0,0
USER Itu bukan hamil hahahah gembrot lucu bgt',0,1,0,0,0,0,0,0,0,0,0,0
USER Professor gini kamu bilang bloon? :)',0,1,0,0,0,0,0,0,0,0,0,0
USER Berharap sama rezim ini ane rasa mustahil. Namun pesan ane buat USER ada nih bahan bwt pencitraan untuk Pilpres 2019 gantipresiden\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa',0,0,0,0,0,0,0,0,0,0,0,0
"Solo rank di Comeback'n sakit \xf0\x9f\x98\x82\nAne baru tau klo tank takut war \xf0\x9f\x98\x82\n\n#hilda CCd \xf0\x9f\x98\x85\nEmosi bangke \xf0\x9f\x98\x85""",0,1,0,0,0,0,0,0,0,0,0,0
USER USER jyjyk kau maho',1,1,1,0,0,0,0,1,0,1,0,0
Tili tili bom Russian lullaby \xf0\x9f\x98\xb0\xf0\x9f\x98\xb0\xf0\x9f\x98\xa8',0,0,0,0,0,0,0,0,0,0,0,0
"Coincidentally berdoa makan bersamaan dengan mas mas katolik meja depan (he made sign of the Cross) dan mbak mbak kristen meja samping (I think, bcs she folded her hands). Adem bgtt \xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xf0\x9f\x92\x96\xf0\x9f",0,0,0,0,0,0,0,0,0,0,0,0
USER USER udik amat gabisa pecahin balon wkwk',0,1,0,0,0,0,0,0,0,0,0,0
USER USER USER Dasar celeng :)',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER Bank Pemerintah gulung tikar, kmdn di jual ke asing/aseng.'",0,0,0,0,0,0,0,0,0,0,0,0
Mega Rona #Utusan Malaysia 11April; #lebihdaripadapolitik; Beli #UtusanMalaysia atau langgan di #islam #muslim #alquran #keluarga #wanita #kesihatan #hiburan #artis #budaya #sains #teknologi #alamsekitar #alumni #kampus #universiti #wira #tentera #polis,0,0,0,0,0,0,0,0,0,0,0,0
Innalillahi wainna ilaihi rojiun. Keluarga Besar Nahdlatul Ulama berduka cita yang sangat mendalam atas wafatnya Kiai Kholilurrahman (Ra Lilur) cicit Syaikhona Kholil Bangkalan. Semoga Allah merahmati dan menempatkan Ra Lilur di sisi-Nya. Amin,0,0,0,0,0,0,0,0,0,0,0,0
"USER Mau pegang rusia takut dituduh antek komunis, mau pegan kroasia takut dituduh antek kafir.. semenjak bnyk tukang tuduh hpup sy sulit'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Maling teriak maling, Kafir teriak kafir, biaSanya orang2 kayak gtu waktu lahirnya cmpur TAI...!'",1,1,1,0,0,0,0,0,1,1,0,0
Si anak kampang muncul di twitter USER',1,1,1,0,0,0,0,0,1,1,0,0
USER USER APA-APAAN BAPAKNYA SI KA COCOT SITOHANG',1,1,1,0,0,0,0,0,1,1,0,0
"Tidak semua laki laki brengsek, tapi laki laki brengsek itu benar benar ada di dunia ini'",0,1,0,0,0,0,0,0,0,0,0,0
"Puisi ""Kau Ini Bagaimana atau Aku Harus Bagaimana"" karya USER lahir masa Orde Baru. Menyuarakan suara orang-orang yang tertindas. Jadi bagian gerakan Reformasi yang mengakhiri Orde Baru.",0,0,0,0,0,0,0,0,0,0,0,0
USER karena kamu kayak kntl',1,1,1,0,0,0,0,1,0,1,0,0
USER lebih unik bapak lo dari pada jokowi,1,0,1,0,0,0,0,0,1,1,0,0
"Kelebihan orang siapa tau. Macam Tun Chedet lah, sampai u turn pun dia tau ð??? nak jadi PM balik katanya",0,0,0,0,0,0,0,0,0,0,0,0
"Nabi Adam itu Fiksi; Nabi Ibrahim itu Fiksi; Nabi Musa itu Fiksi; Nabi Nuh itu Fiksi; Nabi Isa itu Fiksi; ; Dan para ulama jadi kelihatan dungu utk memperingati Nuzul Quran tiap tahun, jk mengikuti logika USER",1,1,1,0,1,0,0,0,0,1,0,0
"Apalagi teriak Allah hu Barbar, rusak telinga Bung Fahri, kapan diskusi Buang Islam di DPR?",1,1,0,1,1,0,0,0,0,0,1,0
USER USER USER USER USER USER Kkkkkkkkkkkkkk; Bong200 koq sama sprti junjunganmu sdh dungu plonga plongo lagi....; #2019GantiPresiden,1,1,0,1,0,0,0,0,1,0,1,0
Lagi! Isu kemanusiaan Rohingya membuktikan ketidakcermatan USER dan Tim dalam mengelola sebuah isu.,1,0,0,1,0,0,0,0,1,0,1,0
Selamat siang masyarakat Bantenð???; Sambut Pilkada Serentak 2018 di Banten dengan penuh kebahagiaan serta aman dan kondusifð???,0,0,0,0,0,0,0,0,0,0,0,0
"Ada saatnya kau menyesal bangsad :v \nKarna saya sakit aja ini, saya jadi gak bisa ngapa-ngapain, tunggu aja saya sehat ya lihat apa yang bisa saya lakuin, bangsad kau.'",1,1,1,0,0,0,0,0,1,1,0,0
USER USER Kafir nyamar. Pemakan babi. Mulut sama dengan junjungannya yang PK di tolak.',1,1,1,0,1,0,0,0,0,1,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Eh serius pen muntah beneran tai lo hyung',1,1,1,0,0,0,0,0,1,1,0,0
USER Mereka sinting ...dan mulai merusak',1,1,1,0,0,0,1,0,0,1,0,0
"Aki"" Amien Rais blg prabowo sm dgn bung karno ?sma drmn bung karno mempersatukan suku agama ras pulau NKRI wowo mlh mmcah belah dsr mabok aki",1,0,1,0,0,0,0,0,1,1,0,0
USER Hmmmm somi mencium bau bau bangkai :(',0,0,0,0,0,0,0,0,0,0,0,0
"Harusnya DPR gak cuma revisi UU soal terorisme aja, tapi juga harus revisi UU untuk kalimat kalimat yang ambigu begini. Tujuannya kan bagus, supaya gak salah paham. Inget kan? Salah paham itu bisa merusak harmonisasi kewarganegaraan, bahkan bisa memecah",0,0,0,0,0,0,0,0,0,0,0,0
"- Dia sendiri yang ngiklanin promo cashback di appnya\n- Penggunaan kode berhasil tapi cashback ga masuk2\n- Bilangnya ada kesalahan pada sistem dan promo sudah berakhir\n\nBodo amat woy kesalahan sistem bukan urusanku, aku hanya ingin cashback 20% yang dijanjikan olehmu:( USER URL",0,1,0,0,0,0,0,0,0,0,0,0
"USER kamu gak salah. Masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah? Nggak, kamu udh baik adanya. Lanjutin aja apa yg kamu lakukan itu positif bgt utk diri kamu. Mereka mah emg udh pada dasarnya tolol dan gamau berkembang jadi",1,1,0,1,0,0,0,0,1,0,1,0
"USER : Para ulama NU mngajarkan tentg bagaimana hrs saling menghormati antr sesama walaupun berbeda agama, suku, bahasa dn budaya.",0,0,0,0,0,0,0,0,0,0,0,0
"Berbagai cara dilakukan rezim jokowi (baca: rezim SBY jilid 3) untuk meraih dukungan Republiken. Isu Islam Radikal, terorisme Islam, ancaman ISIS, Islam Nusantara, LGBT dll digoreng untuk meyakinkan Republiken AS bahwa presiden RI mendatang tetap di tang",1,0,1,0,1,0,0,0,0,1,0,0
Silaturahmi ke Pimpinan DKM Masjid Al-Kautsar H Toniman.; Beliau Mendoakan Hasanah Menang di pilkada Jabar untuk mensukseskan Program-program Hasanah yang Pro Rakyat.; #BravoHasanah #JabarHasanah2aja ; USER USER ; #HASANAHkeurJabar,0,0,0,0,0,0,0,0,0,0,0,0
"USER Yang anti kebhinnekaan cebong, yg dituduh ummat islam'",1,1,0,1,0,0,0,0,1,0,1,0
RT USER: Baru di gituin sama pemain persija udah kayak kebakaran kumis\nSuporter kok baperan!!!\nengga inget kelakuan kalian ke pemain\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
"Berdalih 4 pilar, MPR dungukan & biadabkan bangsa, dakwah Islam menyeru nyembah2 Allah SWT benci kafir, mecah bangsa",1,1,0,1,1,0,0,0,0,0,1,0
"USER USER USER USER USER USER USER Kno gw bilang bencong tu hti? Karna ikut makan duit pemerintahan yg sah skrg, tapi mau mengganti dasar Pancasila Negara dgn khilafah, apa gak bencong itu namanya?",1,1,0,1,0,0,0,1,0,0,1,0
"Selamat sore tweeps. Hari ini (18/4), Presiden Jokowi memimpin Rapat Terbatas #ratas yang membahas mengenai Perkembangan Persiapan Asian Games XVIII Tahun 2018 di Istana Kepresidenan Bogor, Jawa Barat. Berikut beberapa butir arahannya. Simak ya.",0,0,0,0,0,0,0,0,0,0,0,0
Pemerintah menetapkan daftar proyek strategis nasional yang bakal direalisasikan menjadi sâ?¦,0,0,0,0,0,0,0,0,0,0,0,0
Saya yakin pemerintahan Gus Ipul dan Puti ke depan akan memperkuat program Nawacita Presiden Jokowi di Jawa Timur. Salam 2 jari #GusIpulPutiSantun,0,0,0,0,0,0,0,0,0,0,0,0
USER Mari ngewe',0,1,0,0,0,0,0,0,0,0,0,0
"USER Aaaamiiiiiiinnnn....\nMudah-mudahan ga ada yang geblek trus riya' posting gaji 13/14 di timeline.""",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER saya dengar kalau Laut Banda tertutup untuk peneliti asing. Tapi bagaimana regulasinya, jika penelitian di Laut Banda leader nya adalah peneliti Indonesia dan menggunakan kapal riset Indonesia, tapi menyertakan peneliti asing?'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER key-point : cebong dungu, IQ sekolam, ngeyel ujung2nya balik ke kolam, pokoknya ganti,..trus apa lagi ya?? \xf0\x9f\x98\x82'",1,1,0,1,0,0,0,0,1,0,1,0
PemikiranDuaArahRiskanDiHantamMasalahKaRenaPosisinyaDitengahSebagaiPenyeImbangBiLaTerLaluCondongHabisLahSudah... *KaLauHiTamKatakanHitamBegituPuLaSebaliknya #2019GantiPresiden,1,0,1,0,0,0,0,0,1,1,0,0
RT USER USER September perang PKI Desember perang topi santa gitu aja terus sampai prabowo jd mentri peranan wanita.,1,0,1,0,0,0,0,0,1,1,0,0
"RT USER: Ya, saya bajingan\nTERIMA KASIH'",0,1,0,0,0,0,0,0,0,0,0,0
"USER wah bisa alay juga lu hyung, gua kira hidup lu nista ternyata alay juga'",0,1,0,0,0,0,0,0,0,0,0,0
"USER USER Gerombolan pks masih bisa booking pecun di hotel travel, fashion hotel dan area sekitar gunung sahari plus mabes dan sekitarnya. Aleksis mah cuma tumbal buat pencitraan sisanya di amankan sama wan abud'",0,1,0,0,0,0,0,0,0,0,0,0
"TAHUKAH ANDA?\n\ndengan mengajak 4 org kawan, adik beradik, sedara mara atau jiran 1 taman anda membeli PSK berjemaah bersama2, anda akan dapat PSK anda secara percuma shj?\n\npromosi ni tamat\xe2\x80\xa6 URL",0,0,0,0,0,0,0,0,0,0,0,0
Panwaslu Sukamara Belum Terima Laporan Pelanggaran Pilkada;,0,0,0,0,0,0,0,0,0,0,0,0
Luar Biasa hingga kebijakan Indonesia tdk boleh bertentangan dgn kepentingan Cina,1,0,0,1,0,1,0,0,0,0,1,0
"USER USER Lp ayahnya kan dah mati bom bunuh diri di sby,kamu jgn *linglung'",0,0,0,0,0,0,0,0,0,0,0,0
"DPR MPR segera ambil tindakan, PECAT DENGAN TIDAK TERHORMAT Setya Novanto, kami tidak sudi diwakili manusia hina itu!! ttd. RAKYAT INDONESIA",1,1,1,0,0,0,0,0,1,1,0,0
USER Iya huhu dia tuh orangnya emang rada udik ngeliat sesuatu langsuh WAAH WAAH WAAH \xf0\x9f\x98\x82\xf0\x9f\x98\x82 kayanya peru buat kompilasi dia bilang waaah waah',1,1,1,0,0,0,0,0,1,1,0,0
"USER USER USER USER USER Lu yg lebih dongo, suporter kok promosiin film wkwkwk sampe ikut berpolitik jga wkwkk #AingPersibAingPolitik'",1,1,1,0,0,0,0,0,1,1,0,0
USER Cewek lo maho.',1,1,1,0,0,0,0,1,0,1,0,0
Apa usir saja budha myanmar disini supaya tidak buat kacau seperti di myanmar?,1,0,0,1,1,1,0,0,0,0,1,0
"Kalau sulit menutup kebocoran kapal dimana-mana, ya ganti saja kapal baru.",0,0,0,0,0,0,0,0,0,0,0,0
Aku heran deh kenapa yaa kamu gak capek lari-lari di pikiranku ?',0,0,0,0,0,0,0,0,0,0,0,0
"Disebut Norak Dan Kampungan Oleh Nagita Slavina, Ibunda Ayu Ting Ting Doakan Hal Ini! URL",0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Kenapa ya orang Indonesia ini disuruh tertib susah banget? Salah satu contohnya adalah tertib untuk tidak naik ke KRL se\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
USER Inikan rezim anti Islam yah jd kita kudu ngertilah,1,0,1,0,1,0,0,0,0,1,0,0
kalau USER provokasi lengeserkan Jokowi..gue ikut juga mau lengserkan Jusuf Kalla. ..biar adil biar rame.. JK tamak.,1,0,1,0,0,0,0,0,1,1,0,0
USER tante kunti/g mana 2jtnya? mayan buat lebaran nih\xf0\x9f\x98\xa5',0,0,0,0,0,0,0,0,0,0,0,0
UDAH GILA YA YANG BIKIN WEBTOON MATAHARI 1/2 LINGKARAN. ITU YANG NIKAH ARKA?!?!?!? wah sinting gue yang nanges',0,1,0,0,0,0,0,0,0,0,0,0
"RT USER: Tonton,Perhatikan, dan Praktekan Mantap Need stronger bottom like that Anjing parah,, #gayvideo #gayvid #Gvid #gayBandung #g\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
"USER Ini rezim sensasional, tindakan dn peristiwa diluar NALAR kita smakin dominan terjdi, berdoalah smoga tidak ada yg mendeklarasikan Islam Cebong Nusantara .\xf0\x9f\x99\x8f'",1,1,0,1,0,0,0,0,1,0,1,0
"Sebelum Tentara Saudi Tiba di Suriah, ISIS BANCI LARI ke Libya URL URL",1,1,0,1,1,0,0,1,0,0,1,0
USER Brapa bayaran artis ini ya.. Bisa apa saja.. Menangis tertawa tersakiti dsb.. Memang multitalen\nArtis film komunis',0,0,0,0,0,0,0,0,0,0,0,0
"Jika ahok bebas, ULAMA, kemungkinan akan bisa memberi komando revolusi lengserkan jokowi*_ Sumber Dari:_URL",1,0,1,0,0,0,0,0,1,1,0,0
RT USER: Bolehkah rindu pada yang kau sebut bajingan sekalipun?',0,1,0,0,0,0,0,0,0,0,0,0
Selamat di atas penderitaan orang lain ? Hih. URL,1,0,1,0,0,0,0,0,1,1,0,0
Rindu dengan pemimpin-pemimpin seperti mereka ð???,0,0,0,0,0,0,0,0,0,0,0,0
â??Fabi ayyi alaâ??i Rabbikuma tukazziban â?? ; Alhamdulilah Nikmat Tuhan Manalagi yg akan kalian Dustakan ð???ð??? #HaturNuhunJokowi #2019TetapJokowi,0,0,0,0,0,0,0,0,0,0,0,0
budha membantai muslim rohingya,1,0,0,1,1,0,0,0,0,0,1,0
Presiden Trump: AS-Korut Adakan Pembicaraan Langsung Tingkat Tinggi: Presiden Amerika Donald Trumpâ?¦ #Beritadunia #VOA,0,0,0,0,0,0,0,0,0,0,0,0
"USER Kebijakan pengembalian barang kepada konsumen yg dilakukan apabila barang tersebut rusak, cacat produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama 7 hari dari tanggal pembelian #HauzMiniQuiz #HauzID USER USER",0,0,0,0,0,0,0,0,0,0,0,0
USER pendusta itu pemimpin agama kristen gitu ya teh?,1,0,0,1,1,0,0,0,0,0,1,0
USER USER Elo yg goblog.. jdi twet si zonk m omongan si wowo g mengarah kesitu??',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER USER Kajakajakajakaja Muito bom',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER Kartu kredit gak punya tpi Utangan Negara Banyak,1,0,1,0,0,0,0,0,1,1,0,0
USER Mbappe\nNama : Nita Apriani\nDomisili : Palembang\n#kuismingguanguesehat\nID YouTube : Nita apriani',0,0,0,0,0,0,0,0,0,0,0,0
